lat,lon,region,name,year_multi,cluster_multi,year_PRECTOT,cluster_PRECTOT
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2001,Medium,2002,Medium
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2002,Medium,2006,Medium
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2006,Medium,2019,Medium
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2017,Medium,1982,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2019,Medium,1983,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1982,Low,1984,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1983,Low,1985,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1984,Low,1986,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1985,Low,1987,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1986,Low,1988,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1987,Low,1991,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1991,Low,1993,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1993,Low,1994,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1994,Low,1995,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1995,Low,1998,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1998,Low,1999,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,1999,Low,2000,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2000,Low,2003,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2003,Low,2005,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2005,Low,2007,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2007,Low,2008,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2008,Low,2009,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2009,Low,2010,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2010,Low,2012,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2012,Low,2013,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2013,Low,2014,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2014,Low,2015,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2015,Low,2017,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2018,Low,2018,Low
21.491028281152968,-13.87179828879979,Western Sahara,Western Sahara,2020,Low,2020,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2011,High,2011,High
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2004,Medium,2004,Medium
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2016,Medium,2016,Medium
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2019,Medium,2019,Medium
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1982,Low,1982,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1983,Low,1983,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1984,Low,1984,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1985,Low,1985,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1986,Low,1986,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1987,Low,1987,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1988,Low,1988,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1989,Low,1989,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1990,Low,1990,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1991,Low,1991,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1992,Low,1992,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1993,Low,1993,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1994,Low,1994,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1995,Low,1995,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1996,Low,1996,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1997,Low,1997,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1998,Low,1998,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,1999,Low,1999,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2000,Low,2000,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2001,Low,2001,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2002,Low,2002,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2003,Low,2003,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2005,Low,2005,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2006,Low,2006,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2007,Low,2007,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2008,Low,2008,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2009,Low,2009,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2010,Low,2010,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2012,Low,2012,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2013,Low,2013,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2014,Low,2014,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2015,Low,2015,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2017,Low,2017,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2018,Low,2018,Low
21.491028281152968,-14.171798288799788,Western Sahara,Western Sahara,2020,Low,2020,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2011,High,2011,High
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2004,Medium,2004,Medium
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2016,Medium,2016,Medium
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2019,Medium,2019,Medium
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1982,Low,1982,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1983,Low,1983,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1984,Low,1984,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1985,Low,1985,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1986,Low,1986,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1987,Low,1987,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1988,Low,1988,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1989,Low,1989,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1990,Low,1990,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1991,Low,1991,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1992,Low,1992,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1993,Low,1993,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1994,Low,1994,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1995,Low,1995,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1996,Low,1996,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1997,Low,1997,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1998,Low,1998,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,1999,Low,1999,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2000,Low,2000,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2001,Low,2001,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2002,Low,2002,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2003,Low,2003,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2005,Low,2005,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2006,Low,2006,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2007,Low,2007,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2008,Low,2008,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2009,Low,2009,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2010,Low,2010,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2012,Low,2012,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2013,Low,2013,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2014,Low,2014,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2015,Low,2015,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2017,Low,2017,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2018,Low,2018,Low
21.491028281152968,-14.47179828879979,Western Sahara,Western Sahara,2020,Low,2020,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2004,High,2004,High
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2011,High,2011,High
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1990,Medium,1990,Medium
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2016,Medium,2016,Medium
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2019,Medium,2019,Medium
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2020,Medium,2020,Medium
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1982,Low,1982,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1983,Low,1983,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1984,Low,1984,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1985,Low,1985,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1986,Low,1986,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1987,Low,1987,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1988,Low,1988,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1989,Low,1989,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1991,Low,1991,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1992,Low,1992,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1993,Low,1993,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1994,Low,1994,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1995,Low,1995,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1996,Low,1996,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1997,Low,1997,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1998,Low,1998,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1999,Low,1999,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2000,Low,2000,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2001,Low,2001,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2002,Low,2002,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2003,Low,2003,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2005,Low,2005,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2006,Low,2006,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2007,Low,2007,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2008,Low,2008,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2009,Low,2009,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2010,Low,2010,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2012,Low,2012,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2013,Low,2013,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2014,Low,2014,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2015,Low,2015,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2017,Low,2017,Low
21.491028281152968,-14.771798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2018,Low,2018,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2011,High,2011,High
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1990,Medium,1990,Medium
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1992,Medium,1992,Medium
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2004,Medium,2004,Medium
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2016,Medium,2019,Medium
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2019,Medium,2020,Medium
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2020,Medium,1982,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1982,Low,1983,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1983,Low,1984,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1984,Low,1985,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1985,Low,1986,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1986,Low,1987,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1987,Low,1988,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1988,Low,1989,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1989,Low,1991,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1991,Low,1993,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1993,Low,1994,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1994,Low,1995,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1995,Low,1996,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1996,Low,1997,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1997,Low,1998,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1998,Low,1999,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,1999,Low,2000,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2000,Low,2001,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2001,Low,2002,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2002,Low,2003,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2003,Low,2005,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2005,Low,2006,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2006,Low,2007,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2007,Low,2008,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2008,Low,2009,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2009,Low,2010,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2010,Low,2012,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2012,Low,2013,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2013,Low,2014,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2014,Low,2015,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2015,Low,2016,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2017,Low,2017,Low
21.491028281152968,-15.071798288799789,Oued Ed-Dahab,Oued Ed-Dahab,2018,Low,2018,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2011,High,2011,High
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1990,Medium,1990,Medium
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1992,Medium,1992,Medium
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2004,Medium,2004,Medium
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2016,Medium,2019,Medium
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2019,Medium,2020,Medium
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2020,Medium,1982,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1982,Low,1983,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1983,Low,1984,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1984,Low,1985,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1985,Low,1986,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1986,Low,1987,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1987,Low,1988,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1988,Low,1989,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1989,Low,1991,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1991,Low,1993,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1993,Low,1994,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1994,Low,1995,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1995,Low,1996,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1996,Low,1997,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1997,Low,1998,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1998,Low,1999,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,1999,Low,2000,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2000,Low,2001,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2001,Low,2002,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2002,Low,2003,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2003,Low,2005,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2005,Low,2006,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2006,Low,2007,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2007,Low,2008,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2008,Low,2009,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2009,Low,2010,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2010,Low,2012,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2012,Low,2013,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2013,Low,2014,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2014,Low,2015,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2015,Low,2016,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2017,Low,2017,Low
21.491028281152968,-15.37179828879979,Oued Ed-Dahab,Oued Ed-Dahab,2018,Low,2018,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2011,High,2011,High
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1990,Medium,1990,Medium
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1992,Medium,1992,Medium
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2004,Medium,2004,Medium
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2016,Medium,2019,Medium
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2019,Medium,2020,Medium
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,2020,Medium,1982,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1982,Low,1983,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1983,Low,1984,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1984,Low,1985,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1985,Low,1986,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1986,Low,1987,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1987,Low,1988,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1988,Low,1989,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1989,Low,1991,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1991,Low,1993,Low
21.491028281152968,-15.671798288799788,Oued Ed-Dahab,Oued Ed-Dahab,1993,Low,1994,Low
